#MOBILE
#MOBILE
Vnum	10321
Room	10342
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10308
Room	10343
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10308
Room	10343
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10315
Room	10344
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10315
Room	10344
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10329
Room	10345
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10329
Room	10345
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10322
Room	10346
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10322
Room	10346
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10309
Room	10347
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10309
Room	10347
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10316
Room	10348
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10316
Room	10348
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10330
Room	10349
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10330
Room	10349
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10323
Room	10350
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10323
Room	10350
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10310
Room	10351
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10310
Room	10351
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10317
Room	10352
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10317
Room	10352
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10331
Room	10353
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10331
Room	10353
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10324
Room	10354
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10324
Room	10354
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10346
Room	10355
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	10343
Room	10357
Position 12
Flags 3
#OBJECT
Vnum         10314
ExtraFlags   8192
Values       15 15 0 0 0 0
End

#OBJECT
Vnum         10316
ExtraFlags   8192
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         10317
ExtraFlags   8192
Values       24 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10303
Room	10363
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10301
Room	10376
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10301
Room	10366
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10301
Room	10366
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10302
Room	10364
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10302
Room	10363
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10303
Room	10372
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10302
Room	10379
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10302
Room	10371
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10301
Room	10379
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10303
Room	10367
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10303
Room	10380
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10318
Room	10387
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10318
Room	10387
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10325
Room	10388
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10325
Room	10388
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10311
Room	10389
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10311
Room	10389
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10332
Room	10390
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10332
Room	10390
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10355
Room	10391
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	10396
Room	10397
Position 12
Flags 33
EndMobile

#MOBILE
Vnum	10396
Room	10395
Position 12
Flags 33
EndMobile

#MOBILE
Vnum	10396
Room	10393
Position 12
Flags 33
EndMobile

#MOBILE
Vnum	10396
Room	10395
Position 12
Flags 33
EndMobile

#MOBILE
Vnum	10397
Room	10397
Position 12
Flags 35
#OBJECT
Vnum         10318
Level        5
Values       12 3 9 3 0 0
End

EndMobile

#MOBILE
Vnum	10401
Room	10401
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	10402
Room	10402
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10402
Room	10402
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10403
Room	10403
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10403
Room	10403
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10404
Room	10404
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10404
Room	10404
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10405
Room	10405
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10405
Room	10405
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10415
Room	10409
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10409
Room	10406
Position 12
Flags 101
EndMobile

#MOBILE
Vnum	10418
Room	10410
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10417
Room	10414
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10411
Room	10420
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10406
Room	10413
Position 12
Flags 101
EndMobile

#MOBILE
Vnum	10416
Room	10418
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10412
Room	10423
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10407
Room	10425
Position 12
Flags 101
EndMobile

#MOBILE
Vnum	10413
Room	10415
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10420
Room	10412
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10410
Room	10421
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10408
Room	10416
Position 12
Flags 101
EndMobile

#MOBILE
Vnum	10414
Room	10425
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10419
Room	10426
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10421
Room	10427
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21044
Room	21001
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21045
Room	21003
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21037
Room	21003
Position 12
Flags 65
#OBJECT
Vnum         21056
Level        14
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21058
Level        13
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        13
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21061
Level        14
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        12
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21067
Level        13
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         21069
Level        13
Values       10 4 14 3 0 0
End

EndMobile

#MOBILE
Vnum	21055
Room	21010
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21037
Room	21339
Position 12
Flags 65
#OBJECT
Vnum         21056
Level        14
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21058
Level        14
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        12
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21061
Level        14
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        12
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21067
Level        12
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         21069
Level        14
Values       10 3 17 3 0 0
End

EndMobile

#MOBILE
Vnum	21037
Room	21022
Position 12
Flags 65
#OBJECT
Vnum         21067
Level        14
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         21069
Level        13
Values       10 5 14 3 0 0
End

#OBJECT
Vnum         21056
Level        13
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21058
Level        13
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        14
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21061
Level        12
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        13
Values       5 5 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21037
Room	21029
Position 12
Flags 65
#OBJECT
Vnum         21056
Level        13
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21058
Level        13
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        12
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        12
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21061
Level        13
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        11
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21067
Level        13
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         21069
Level        13
Values       10 6 15 3 0 0
End

EndMobile

#MOBILE
Vnum	21037
Room	21042
Position 12
Flags 65
#OBJECT
Vnum         21061
Level        12
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        11
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        12
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21067
Level        13
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         21069
Level        13
Values       10 5 15 3 0 0
End

#OBJECT
Vnum         21056
Level        12
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21058
Level        12
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        12
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        13
Values       4 4 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21037
Room	21040
Position 12
Flags 65
#OBJECT
Vnum         21056
Level        13
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21058
Level        12
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        13
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21061
Level        13
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        12
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        12
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21067
Level        12
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         21069
Level        12
Values       10 4 13 3 0 0
End

EndMobile

#MOBILE
Vnum	21037
Room	21058
Position 12
Flags 65
#OBJECT
Vnum         21056
Level        13
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21058
Level        13
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        13
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21061
Level        13
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21069
Level        14
Values       10 4 16 3 0 0
End

#OBJECT
Vnum         21067
Level        13
Values       0 0 24 0 0 0
End

EndMobile

#MOBILE
Vnum	21045
Room	21014
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21037
Room	21050
Position 12
Flags 65
#OBJECT
Vnum         21056
Level        12
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21058
Level        13
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        12
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        12
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21061
Level        14
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        14
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21067
Level        12
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         21069
Level        14
Values       10 5 15 3 0 0
End

EndMobile

#MOBILE
Vnum	21004
Room	21051
Position 12
Flags 3
#OBJECT
Vnum         21007
ExtraFlags   8256
Level        5
Values       4 69 -1 -1 0 0
Spell 1      'detect invis'
End

#OBJECT
Vnum         21006
ExtraFlags   8256
Level        1
Values       1 133 -1 -1 0 0
Spell 1      'identify'
End

#OBJECT
Vnum         21005
ExtraFlags   8256
Level        1
Values       1 233 -1 -1 0 0
Spell 1      'word of recall'
End

EndMobile

#MOBILE
Vnum	21014
Room	21052
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21017
Room	21053
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21003
Room	21054
Position 12
Flags 3
#OBJECT
Vnum         21002
ExtraFlags   8257
Level        12
Values       10 63 -1 -1 0 0
Spell 1      'cure serious'
End

#OBJECT
Vnum         21001
ExtraFlags   8257
Level        8
Values       25 60 -1 -1 0 0
Spell 1      'cure critical'
End

#OBJECT
Vnum         21003
ExtraFlags   8257
Level        5
Values       2 61 -1 -1 0 0
Spell 1      'cure light'
End

#OBJECT
Vnum         21004
ExtraFlags   8257
Level        3
Values       22 184 184 -1 0 0
Spell 1      'restore mana'
Spell 2      'restore mana'
End

#OBJECT
Vnum         21000
ExtraFlags   8513
Level        1
Values       26 124 -1 -1 0 0
Spell 1      'heal'
End

EndMobile

#MOBILE
Vnum	21001
Room	21055
Position 12
Flags 3
#OBJECT
Vnum         35
ExtraFlags   8192
Level        7
Values       1 -1 -1 -1 0 0
End

#OBJECT
Vnum         34
ExtraFlags   8192
Values       1 -1 -1 -1 0 0
End

#OBJECT
Vnum         21049
ExtraFlags   8257
Values       0 0 -1 0 0 0
End

#OBJECT
Vnum         21046
ExtraFlags   8257
Values       75 1 0 1 0 0
End

EndMobile

#MOBILE
Vnum	21011
Room	21056
Position 12
Flags 67
#OBJECT
Vnum         36
ExtraFlags   8192
End

#OBJECT
Vnum         37
ExtraFlags   8192
Values       15 15 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21018
Room	21057
Position 12
Flags 3
#OBJECT
Vnum         21015
ExtraFlags   8192
Values       5 0 0 0 0 0
End

#OBJECT
Vnum         21016
ExtraFlags   8192
Values       10 0 0 0 0 0
End

#OBJECT
Vnum         21014
ExtraFlags   8192
Values       1 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21002
Room	21058
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21015
Room	21059
Position 12
Flags 3
#OBJECT
Vnum         21062
ExtraFlags   8192
Level        17
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21065
ExtraFlags   8192
Level        15
Values       7 7 0 0 0 0
End

#OBJECT
Vnum         21063
ExtraFlags   8192
Level        14
